,Tweet,State,IsFlorida
2016-12-16 23:01:57,"@mstdawn2 @FLGovScott @GovernorPerry he was apart of it , help tamper with our election system #Florida #DMV computers were down 19hrs",FL,1
2016-12-16 23:01:53,"RT @NadelParis: @davidaxelrod U all gave way too much credit2 #rustbelt, #Ohio, #Florida constituents. Ate up #wikileaks #RussiaGate libel.…",FL,1
2016-12-16 23:01:22,#PensacolaBeach #Florida @SocialNewsCorp https://t.co/YrdVzjfHYJ Via #Twitter @Beach_Network,FL,1
2016-12-16 23:01:17,We carry cutting edge fabrics  #InteriorDesign #Design #Home #WindowTreatments #Florida #HomeDecor https://t.co/zxbPdg4Hry,FL,1
2016-12-16 23:01:15,#florida gov llc youtube workout motivation,FL,1
2016-12-16 23:01:15,#Gators #gatorwrestling #gatorwhispers #Florida https://t.co/9dcLHXEXtk,FL,1
2016-12-16 23:01:10,#Holiday fun at @LBVResort #hotels #florida #bestvacationever https://t.co/CsQjs4IKHM,FL,1
2016-12-16 23:01:03,Together we make #Broward County #Florida a better and safer place to live! https://t.co/yUz75iAwMM,FL,1
2016-12-16 23:01:03,"""I Don't Even Know"" by  The Freecoasters is now playing on SKAspotRadio. Tune in at https://t.co/s78V5yQEcx #florida #ska",FL,1
2016-12-16 23:01:03,COWABUNGGGA 🌊🌊🌊🏄🏿🏄🏿🏄🏿🏄🏿... .. #fishbowl #stonergang #stoner #hippie #florida #toronto #hiphop… https://t.co/GkSODbFl5C,FL,1
2016-12-16 23:01:01,"""I Don't Even Know"" by  The Freecoasters is now playing on SKAspotRadio. Tune in at https://t.co/G2no54J1kC #florida #ska",FL,1
2016-12-16 23:00:48,RT @ScottWestFans: #FloridaMusic #Florida #Music #Miami #Jacksonville #Tampa #Orlando #TampaBay #Pizza #Beer #CraftBeer #Chocolate https://…,FL,1
2016-12-16 23:00:38,Have a great weekend everyone! #Atlanta #NewYork #California #Texas #Florida #weloveatl #AtlMetroNights,FL,1
2016-12-16 23:00:36,Abogado de Accidentes de #Orlando | Obtener ayuda legal #Florida #accident https://t.co/y9gbUfMwjM     #caraccident https://t.co/byRuFp95UO,FL,1
2016-12-16 23:00:27,Good Night 😍🌴❤️#sunset #jupiter #palmtrees #floridalife #florida https://t.co/7y2cZbVcQo,FL,1
2016-12-16 23:00:24,RT @Lov3rzLov3You: Carter Hall Project Featured In #LOV3RZ Magazine Nov &amp; Dec! https://t.co/8cImRTh3M1 #BackToBotanyBay #Florida #Nevada #M…,FL,1
2016-12-16 23:00:23,Need a cab? Use Lyft app instead.  $50 credit. New Users. Discount Promo Code: INVITES *** Washington County #Florida,FL,1
2016-12-16 23:00:19,Have a great weekend everyone! #RDWilsonRealtor &amp; #Investor #Tampa #Florida #realestate,FL,1
2016-12-16 23:00:19,Because we know how much you love your car #Hollywood #Florida #Miami #Broward #AutoDetailing #WeComeToYou #DetailingMobil #CarWash,FL,1
2016-12-16 23:00:00,"@realDonaldTrump I'd apologize for ruining #Florida, but, you know, it's pretty far gone already. Sad.",FL,1
2016-12-16 22:59:45,"RT @NadelParis: @davidaxelrod U all gave way too much credit2 #rustbelt, #Ohio, #Florida constituents. Ate up #wikileaks #RussiaGate libel.…",FL,1
2016-12-16 22:59:42,Más de 100 personas detenidas por impulsar la trata de personas y prostitución - https://t.co/QBSQYtAiJS #EVNews… https://t.co/9WfCVKYm6z,FL,1
2016-12-16 22:59:36,"😂😂🌴☀️ Sorry, this made me LOL so I had to share. #florida https://t.co/Im1t8aH4vK",FL,1
